Czas [ms].1,Ciś. pow. za turb.[Pa],Czas [ms].2,Ciśnienie atmosferyczne[hPa],Czas [ms].11,ECT - wyjście z sil.[°C],Czas [ms].25,MAF[kg/h],Czas [ms].26,Moc[kW],Czas [ms].27,Moment obrotowy[Nm],Czas [ms].29,Obroty[obr/min],Czas [ms].46,Temp. oleju w misce[°C],Czas [ms].48,Temp. otoczenia[°C],Czas [ms].50,Temp. pal. na wyjściu sil.[°C],Czas [ms].55,Temp. powietrza za turb.[°C],Czas [ms].56,Temp. spalin 1/6[°C],Czas [ms].57,Temp. spalin 2/6[°C],Czas [ms].58,Temp. spalin 3/6[°C],Czas [ms].59,Temp. spalin 4/6[°C],Czas [ms].64,Wilgotność względna[%],Czas [ms].72,Zużycie paliwa średnie[g/s]
,,,,,,,,,,163375,1.399999976,163375,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,163396,1.399999976,163396,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,163416,1.399999976,163416,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,163436,1.399999976,163436,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,163456,1.399999976,163456,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,163476,1.399999976,163476,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,163496,1.399999976,163496,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,163516,1.399999976,163516,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,163536,1.399999976,163536,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,163556,1.399999976,163556,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,163576,1.399999976,163576,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,163596,1.399999976,163596,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,163616,1.399999976,163616,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,163636,1.399999976,163636,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,163656,1.399999976,163656,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,163676,1.399999976,163676,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,163696,1.399999976,163696,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,163716,1.399999976,163716,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,163736,1.399999976,163736,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,163756,1.399999976,163756,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,163776,1.399999976,163776,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,163796,1.399999976,163796,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,163816,1.399999976,163816,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,163836,1.399999976,163836,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,163856,1.399999976,163856,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,163876,1.399999976,163876,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,163896,1.399999976,163896,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,163916,1.399999976,163916,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,163936,1.399999976,163936,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,163956,1.399999976,163956,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,163977,1.399999976,163977,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,163996,1.399999976,163996,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164016,1.399999976,164016,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164036,1.399999976,164036,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164057,1.399999976,164057,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164077,1.399999976,164077,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164097,1.399999976,164097,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164117,1.399999976,164117,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164137,1.399999976,164137,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164157,1.399999976,164157,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164177,1.399999976,164177,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164197,1.399999976,164197,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164217,1.399999976,164217,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164237,1.399999976,164237,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164257,1.399999976,164257,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164277,1.399999976,164277,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164297,1.399999976,164297,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164317,1.399999976,164317,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164337,1.399999976,164337,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164357,1.399999976,164357,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164377,1.399999976,164377,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164397,1.399999976,164397,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164417,1.399999976,164417,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164437,1.399999976,164437,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164457,1.399999976,164457,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164477,1.399999976,164477,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164497,1.399999976,164497,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164517,1.399999976,164517,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164537,1.399999976,164537,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164557,1.399999976,164557,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164577,1.399999976,164577,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164597,1.399999976,164597,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164617,1.299999952,164617,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164637,1.399999976,164637,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164657,1.399999976,164657,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164677,1.399999976,164677,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164697,1.399999976,164697,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164717,1.399999976,164717,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164738,1.399999976,164738,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164757,1.399999976,164757,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164778,1.399999976,164778,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164798,1.399999976,164798,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164818,1.399999976,164818,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164838,1.399999976,164838,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164858,1.399999976,164858,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164878,1.399999976,164878,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164898,1.399999976,164898,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164918,1.399999976,164918,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164938,1.399999976,164938,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164958,1.399999976,164958,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164978,1.399999976,164978,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,164998,1.399999976,164998,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165018,1.399999976,165018,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165038,1.399999976,165038,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165058,1.399999976,165058,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165078,1.399999976,165078,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165098,1.399999976,165098,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165118,1.399999976,165118,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165138,1.399999976,165138,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165158,1.399999976,165158,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165178,1.399999976,165178,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165198,1.399999976,165198,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165218,1.399999976,165218,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165238,1.399999976,165238,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165258,1.399999976,165258,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165278,1.399999976,165278,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165298,1.399999976,165298,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165318,1.399999976,165318,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165338,1.399999976,165338,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165358,1.399999976,165358,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165378,1.399999976,165378,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165398,1.399999976,165398,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165418,1.399999976,165418,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165438,1.399999976,165438,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165459,1.399999976,165459,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165479,1.399999976,165479,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165499,1.399999976,165499,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165519,1.399999976,165519,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165539,1.399999976,165539,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165559,1.399999976,165559,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165579,1.399999976,165579,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165599,1.399999976,165599,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165619,1.399999976,165619,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165639,1.399999976,165639,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165659,1.399999976,165659,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165679,1.399999976,165679,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165699,1.399999976,165699,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165719,1.399999976,165719,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165739,1.399999976,165739,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165759,1.399999976,165759,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165779,1.399999976,165779,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165799,1.399999976,165799,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165819,1.399999976,165819,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165839,1.399999976,165839,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165859,1.399999976,165859,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165879,1.399999976,165879,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165899,1.399999976,165899,1602,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165919,1.399999976,165919,1602,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165939,1.399999976,165939,1602,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165959,1.399999976,165959,1602,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165979,1.399999976,165979,1602,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,165999,1.399999976,165999,1602,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166019,1.399999976,166019,1602,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166039,1.299999952,166039,1602,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166059,1.299999952,166059,1602,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166079,1.399999976,166079,1602,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166099,1.399999976,166099,1602,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166119,1.299999952,166119,1602,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166139,1.399999976,166139,1602,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166160,1.399999976,166160,1602,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166180,1.399999976,166180,1602,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166200,1.399999976,166200,1602,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166220,1.399999976,166220,1602,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166240,1.399999976,166240,1602,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166260,1.399999976,166260,1602,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166280,1.399999976,166280,1602,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166300,1.399999976,166300,1602,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166320,1.399999976,166320,1602,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166340,1.399999976,166340,1602,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166360,1.399999976,166360,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166380,1.399999976,166380,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166400,1.399999976,166400,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166420,1.399999976,166420,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166440,1.399999976,166440,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166460,1.399999976,166460,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166480,1.399999976,166480,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166500,1.399999976,166500,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166520,1.399999976,166520,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166540,1.399999976,166540,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166560,1.399999976,166560,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166580,1.399999976,166580,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166600,1.399999976,166600,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166620,1.399999976,166620,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166640,1.399999976,166640,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166660,1.399999976,166660,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166680,1.399999976,166680,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166700,1.399999976,166700,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166720,1.399999976,166720,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166741,1.399999976,166741,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166760,1.399999976,166760,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166780,1.399999976,166780,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166800,1.399999976,166800,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166820,1.399999976,166820,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166841,1.399999976,166841,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166861,1.399999976,166861,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166881,1.399999976,166881,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166901,1.399999976,166901,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166921,1.399999976,166921,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166941,1.399999976,166941,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166961,1.399999976,166961,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,166981,1.399999976,166981,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167001,1.399999976,167001,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167021,1.399999976,167021,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167041,1.399999976,167041,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167061,1.399999976,167061,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167081,1.399999976,167081,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167101,1.399999976,167101,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167121,1.399999976,167121,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167141,1.399999976,167141,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167161,1.399999976,167161,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167181,1.399999976,167181,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167201,1.399999976,167201,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167221,1.399999976,167221,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167241,1.399999976,167241,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167261,1.399999976,167261,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167281,1.399999976,167281,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167301,1.399999976,167301,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167321,1.399999976,167321,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167341,1.399999976,167341,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167361,1.399999976,167361,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167381,1.399999976,167381,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167401,1.399999976,167401,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167421,1.399999976,167421,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167441,1.399999976,167441,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167461,1.399999976,167461,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167481,1.399999976,167481,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167501,1.399999976,167501,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167521,1.399999976,167521,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167542,1.399999976,167542,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167562,1.399999976,167562,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167582,1.399999976,167582,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167602,1.399999976,167602,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167622,1.399999976,167622,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167642,1.399999976,167642,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167662,1.399999976,167662,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167682,1.399999976,167682,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167702,1.399999976,167702,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167722,1.399999976,167722,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167742,1.399999976,167742,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167762,1.399999976,167762,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167782,1.399999976,167782,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167802,1.399999976,167802,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167822,1.399999976,167822,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167842,1.399999976,167842,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167862,1.399999976,167862,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167882,1.399999976,167882,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167902,1.399999976,167902,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167922,1.399999976,167922,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167942,1.399999976,167942,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167962,1.399999976,167962,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,167982,1.399999976,167982,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168002,1.399999976,168002,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168022,1.399999976,168022,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168042,1.399999976,168042,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168062,1.399999976,168062,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168082,1.399999976,168082,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168102,1.399999976,168102,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168122,1.399999976,168122,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168142,1.399999976,168142,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168162,1.399999976,168162,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168182,1.399999976,168182,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168203,1.399999976,168203,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168222,1.399999976,168222,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168243,1.399999976,168243,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168263,1.399999976,168263,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168283,1.399999976,168283,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168303,1.399999976,168303,1598,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168323,1.399999976,168323,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168343,1.399999976,168343,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168363,1.399999976,168363,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168383,1.399999976,168383,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168403,1.399999976,168403,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168423,1.399999976,168423,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168443,1.399999976,168443,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168463,1.399999976,168463,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168483,1.399999976,168483,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168503,1.399999976,168503,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168523,1.399999976,168523,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168543,1.399999976,168543,1599,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168563,1.399999976,168563,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168583,1.399999976,168583,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168603,1.399999976,168603,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168623,1.399999976,168623,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168643,1.399999976,168643,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168663,1.399999976,168663,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168683,1.399999976,168683,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168703,1.399999976,168703,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168723,1.399999976,168723,1600,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168743,1.399999976,168743,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168763,1.399999976,168763,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168783,1.399999976,168783,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168803,1.399999976,168803,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168823,1.399999976,168823,1601,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168843,1.399999976,168843,1602,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168863,1.399999976,168863,1602,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168883,1.399999976,168883,1602,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168903,1.399999976,168903,1602,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168924,1.399999976,168924,1602,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168944,1.399999976,168944,1603,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168964,1.399999976,168964,1603,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,168984,1.399999976,168984,1603,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,169004,1.399999976,169004,1603,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,169024,1.399999976,169024,1603,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,169044,1.399999976,169044,1603,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,169064,1.399999976,169064,1603,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,169084,1.399999976,169084,1603,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,169104,1.399999976,169104,1603,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,169124,1.399999976,169124,1603,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,169144,1.399999976,169144,1603,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,169164,1.399999976,169164,1603,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,169184,1.399999976,169184,1603,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,169204,1.399999976,169204,1603,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,169224,1.399999976,169224,1603,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,169244,1.399999976,169244,1603,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,169264,1.399999976,169264,1603,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,169284,1.399999976,169284,1603,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,169304,1.399999976,169304,1603,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,169324,1.399999976,169324,1603,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,169344,1.399999976,169344,1603,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,169364,1.399999976,169364,1603,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,169384,1.399999976,169384,1603,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,169404,1.399999976,169404,1602,,,,,,,,,,,,,,,,,,,,
