Czas [ms];Obroty[obr/min];
241054;1498;
241074;1498;
241094;1498;
241114;1498;
241134;1498;
241154;1497;
241174;1497;
241194;1497;
241214;1497;
241234;1497;
241254;1496;
241274;1496;
241294;1496;
241314;1495;
241334;1495;
241354;1495;
241374;1494;
241394;1494;
241414;1494;
241434;1493;
241454;1493;
241474;1492;
241494;1492;
241514;1492;
241534;1491;
241554;1491;
241574;1490;
241595;1490;
241614;1489;
241634;1489;
241654;1489;
241674;1488;
241694;1488;
241715;1487;
241735;1487;
241755;1486;
241775;1486;
241795;1485;
241815;1485;
241835;1484;
241855;1484;
241875;1483;
241895;1483;
241915;1482;
241935;1482;
241955;1481;
241975;1481;
241995;1480;
242015;1480;
242035;1479;
242055;1479;
242075;1479;
242095;1478;
242115;1478;
242135;1478;
242155;1478;
242175;1478;
242195;1478;
242215;1479;
242235;1479;
242255;1480;
242275;1480;
242295;1481;
242315;1481;
242335;1482;
242355;1482;
242375;1483;
242396;1484;
242416;1484;
242436;1485;
242456;1486;
242476;1486;
242496;1487;
242516;1488;
242536;1488;
242556;1489;
242576;1490;
242596;1490;
242616;1491;
242636;1492;
242656;1493;
242676;1493;
242696;1494;
242716;1495;
242736;1496;
242756;1497;
242776;1498;
242796;1499;
242816;1499;
242836;1500;
242856;1501;
242876;1501;
242896;1502;
242916;1502;
242936;1503;
242956;1504;
242976;1504;
242996;1504;
243016;1505;
243036;1505;
243056;1505;
243076;1505;
243097;1505;
243117;1506;
243137;1506;
243157;1506;
243177;1506;
243197;1506;
243217;1506;
243237;1506;
243257;1506;
243277;1506;
243297;1506;
243317;1505;
243337;1506;
243357;1505;
243377;1505;
243397;1505;
243417;1505;
243437;1505;
243457;1505;
243477;1505;
243497;1504;
243517;1504;
243537;1504;
243557;1504;
243577;1504;
243598;1504;
243617;1503;
243637;1503;
243657;1503;
243677;1503;
243697;1502;
243717;1502;
243737;1502;
243757;1502;
243778;1501;
243798;1501;
243818;1501;
243838;1501;
243858;1501;
243878;1500;
243898;1501;
243918;1500;
243938;1500;
243958;1500;
243978;1500;
243998;1500;
244018;1499;
244038;1499;
244058;1499;
244078;1499;
244098;1499;
244118;1499;
244138;1499;
244158;1499;
244178;1498;
244198;1498;
244218;1498;
244238;1499;
244258;1498;
244278;1498;
244298;1498;
244318;1499;
244338;1498;
244358;1498;
244378;1499;
244398;1499;
244418;1498;
244438;1498;
244458;1498;
244479;1498;
244499;1498;
244519;1498;
244539;1498;
244559;1499;
244579;1499;
244599;1499;
244619;1499;
244639;1499;
244659;1499;
244679;1499;
244699;1499;
244719;1499;
244739;1499;
244759;1499;
244779;1499;
244799;1499;
244819;1499;
244839;1499;
244859;1499;
244879;1499;
244899;1499;
244919;1499;
244939;1499;
244959;1499;
244979;1499;
244999;1499;
245019;1499;
245039;1499;
245059;1499;
245079;1499;
245100;1499;
245119;1499;
245139;1499;
245160;1499;
245180;1499;
245200;1499;
245220;1499;
245240;1499;
245260;1500;
245280;1500;
245300;1500;
245320;1500;
245340;1500;
245360;1500;
245380;1500;
245400;1500;
245420;1501;
245440;1501;
245460;1501;
245480;1501;
245500;1501;
245520;1501;
245540;1501;
245560;1501;
245580;1501;
245600;1501;
245620;1501;
245640;1501;
245660;1501;
245680;1501;
245700;1501;
245720;1501;
245740;1501;
245760;1501;
245780;1501;
245800;1501;
245820;1501;
245840;1501;
245861;1501;
245881;1501;
245901;1501;
245921;1501;
245941;1501;
245961;1501;
245981;1501;
246001;1501;
246021;1500;
246041;1500;
246061;1500;
246081;1500;
246101;1500;
246121;1500;
246141;1500;
246161;1500;
246181;1500;
246201;1500;
246221;1500;
246241;1500;
246261;1500;
246281;1500;
246301;1500;
246321;1500;
246341;1500;
246361;1500;
246381;1500;
246401;1500;
246421;1500;
246441;1500;
246461;1500;
246481;1500;
246501;1500;
246521;1500;
246541;1500;
246562;1500;
246582;1500;
246602;1500;
246622;1500;
246642;1500;
246662;1499;
246682;1499;
246702;1499;
246722;1499;
246742;1499;
246762;1499;
246782;1499;
246802;1499;
246822;1499;
246842;1499;
246862;1499;
246882;1499;
246902;1499;
246922;1499;
246942;1500;
246962;1500;
246982;1500;
247002;1500;
247022;1500;
247042;1500;
247062;1500;
247082;1500;
247103;1500;
247122;1500;
247142;1500;
247162;1500;
247182;1500;
247202;1500;
247222;1500;
247243;1500;
247263;1500;
247283;1500;
247303;1500;
247323;1500;
247343;1500;
247363;1500;
247383;1500;
247403;1500;
247423;1500;
247443;1500;
247463;1500;
247483;1499;
247503;1500;
247523;1500;
247543;1500;
247563;1500;
247583;1500;
247603;1500;
247623;1500;
247643;1500;
247663;1500;
247683;1500;
247703;1500;
247723;1500;
247743;1500;
247763;1500;
247783;1500;
247803;1500;
247823;1500;
247843;1500;
247863;1500;
247883;1500;
247903;1500;
247923;1500;
247944;1500;
247964;1500;
247984;1500;
248004;1500;
248024;1500;
248044;1500;
248064;1500;
248084;1500;
248104;1500;
248124;1500;
248144;1500;
248164;1500;
248184;1499;
248204;1499;
248224;1499;
248244;1500;
248264;1499;
248284;1499;
248304;1499;
248324;1500;
248344;1499;
248364;1499;
248384;1500;
248404;1500;
248424;1500;
248444;1500;
248464;1500;
248484;1500;
248504;1500;
248524;1500;
248544;1500;
248564;1500;
248584;1500;
248605;1500;
248625;1500;
248645;1500;
248665;1500;
248685;1500;
248705;1500;
248725;1500;
248745;1500;
248765;1500;
248785;1500;
248805;1500;
248825;1500;
248845;1500;
248865;1500;
248885;1500;
248905;1500;
248925;1500;
248945;1500;
248965;1500;
248985;1500;
249005;1500;
249025;1500;
249045;1500;
249065;1500;
249085;1500;
249105;1500;
249125;1500;
249145;1500;
249165;1500;
249185;1500;
249205;1500;
249225;1500;
249245;1500;
249265;1500;
249285;1500;
249305;1500;
249326;1500;
249346;1500;
249366;1500;
249386;1500;
249406;1500;
249426;1501;
249446;1501;
249466;1501;
249486;1500;
249506;1501;
249526;1501;
249546;1500;
249566;1500;
249586;1500;
249606;1500;
249626;1500;
249646;1500;
249666;1500;
249686;1500;
249706;1500;
249726;1500;
249746;1500;
249766;1500;
249786;1500;
249806;1499;
249826;1500;
249846;1500;
249866;1499;
249886;1499;
249906;1499;
249926;1500;
249946;1499;
249966;1500;
249986;1500;
250007;1500;
250027;1500;
250047;1500;
250067;1500;
250087;1500;
250107;1500;
250127;1500;
250147;1501;
250167;1501;
250187;1501;
250207;1500;
250227;1501;
250247;1501;
250267;1501;
250287;1500;
250307;1501;
250327;1501;
250347;1500;
250367;1500;
250387;1500;
250407;1500;
250427;1500;
250447;1500;
250467;1500;
250487;1500;
250507;1500;
250527;1500;
250547;1500;
250567;1500;
250587;1500;
250608;1500;
250627;1500;
250647;1500;
250667;1500;
250687;1499;
250708;1500;
250728;1499;
250748;1499;
250768;1499;
250788;1499;
250808;1499;
250828;1499;
250848;1499;
250868;1499;
250888;1499;
250908;1499;
250928;1499;
250948;1499;
250968;1499;
250988;1499;
251008;1499;
251028;1499;
251048;1499;
251068;1499;
251088;1499;
251108;1499;
251128;1499;
251148;1499;
251168;1499;
251188;1499;
251208;1499;
251228;1499;
251248;1499;
251268;1499;
251288;1499;
251308;1499;
251328;1499;
251348;1499;
251368;1499;
251389;1498;
251409;1498;
251429;1498;
251449;1498;
251469;1498;
251489;1498;
251509;1498;
251529;1498;
251549;1498;
251569;1498;
251589;1498;
251609;1498;
251629;1498;
251649;1498;
251669;1499;
251689;1499;
251709;1499;
251729;1499;
251749;1499;
251769;1499;
251789;1499;
251809;1499;
251829;1499;
251849;1499;
251869;1499;
251889;1499;
251909;1500;
251929;1500;
251949;1500;
251969;1500;
251989;1500;
252009;1500;
252029;1500;
252049;1500;
252069;1500;
252090;1500;
252110;1500;
252130;1500;
252150;1500;
252170;1500;
252190;1500;
252210;1500;
252230;1500;
252250;1500;
252270;1500;
252290;1500;
252310;1500;
252330;1500;
252350;1500;
252370;1500;
252390;1500;
252410;1500;
252430;1500;
252450;1500;
252470;1500;
252490;1500;
252510;1500;
252530;1500;
252550;1500;
252570;1500;
252590;1500;
252611;1500;
252630;1501;
252650;1501;
252670;1501;
252690;1501;
252710;1501;
252730;1501;
252750;1501;
252771;1501;
252791;1501;
252811;1501;
252831;1501;
252851;1501;
252871;1501;
252891;1501;
252911;1501;
252931;1500;
252951;1501;
252971;1501;
252991;1500;
253011;1500;
253031;1500;
253051;1500;
253071;1500;
253091;1500;
253111;1501;
253131;1501;
253151;1500;
253171;1500;
253191;1501;
253211;1501;
253231;1501;
253251;1501;
253271;1501;
253291;1501;
253311;1501;
253331;1501;
253351;1501;
253371;1501;
253391;1501;
253411;1501;
253431;1501;
253451;1501;
253472;1501;
253492;1501;
253512;1501;
253532;1501;
253552;1500;
253572;1500;
253592;1500;
253612;1500;
253632;1500;
253652;1500;
253672;1500;
253692;1500;
253712;1499;
253732;1499;
253752;1499;
253772;1499;
253792;1499;
253812;1499;
253832;1499;
253852;1499;
253872;1499;
253892;1499;
253912;1499;
253932;1499;
253952;1499;
253972;1499;
253992;1499;
254012;1499;
254032;1499;
254052;1499;
254072;1499;
254092;1499;
254113;1499;
254132;1499;
254152;1499;
254173;1499;
254193;1499;
254213;1499;
254233;1499;
254253;1499;
254273;1499;
254293;1499;
254313;1499;
254333;1499;
254353;1499;
254373;1499;
254393;1499;
254413;1499;
254433;1499;
254453;1499;
254473;1500;
254493;1500;
254513;1500;
254533;1500;
254553;1500;
254573;1500;
254593;1500;
254613;1500;
254633;1500;
254653;1500;
254673;1500;
254693;1500;
254713;1501;
254733;1501;
254753;1500;
254773;1500;
254793;1500;
254813;1500;
254833;1500;
254854;1500;
254874;1500;
254894;1500;
254914;1500;
254934;1500;
254954;1500;
254974;1500;
254994;1500;
255014;1500;
255034;1500;
255054;1500;
255074;1500;
255094;1500;
255114;1500;
255134;1500;
255154;1500;
255174;1500;
255194;1500;
255214;1501;
255234;1500;
255254;1500;
255274;1500;
255294;1500;
255314;1500;
255334;1500;
255354;1500;
255374;1500;
255394;1500;
255414;1500;
255434;1500;
255454;1500;
255474;1500;
255494;1500;
255514;1500;
255534;1500;
255555;1500;
255575;1500;
255595;1500;
255615;1500;
255635;1500;
255655;1500;
255675;1500;
255695;1500;
255715;1500;
255735;1500;
255755;1501;
255775;1501;
255795;1501;
255815;1500;
255835;1501;
255855;1501;
255875;1500;
255895;1501;
255915;1501;
255935;1501;
255955;1500;
255975;1500;
255995;1501;
256015;1501;
256035;1500;
256055;1500;
256075;1500;
256095;1500;
256116;1500;
256135;1500;
256155;1501;
256175;1501;
256195;1501;
256215;1501;
256236;1501;
256256;1501;
256276;1501;
256296;1501;
256316;1501;
256336;1501;
256356;1501;
256376;1501;
256396;1501;
256416;1501;
256436;1500;
256456;1500;
256476;1500;
256496;1501;
256516;1500;
256536;1500;
256556;1501;
256576;1501;
256596;1501;
256616;1501;
256636;1501;
256656;1501;
256676;1500;
256696;1500;
256716;1500;
256736;1500;
256756;1500;
256776;1500;
256796;1500;
256816;1500;
256836;1500;
256856;1500;
256876;1500;
256896;1500;
256916;1499;
256937;1499;
256957;1499;
256977;1499;
256997;1499;
257017;1499;
257037;1499;
257057;1499;
257077;1499;
257097;1499;
257117;1499;
257137;1499;
257157;1499;
257177;1499;
257197;1499;
257217;1499;
257237;1499;
257257;1499;
257277;1499;
257297;1499;
257317;1499;
257337;1499;
257357;1499;
257377;1499;
257397;1499;
257417;1499;
257437;1499;
257457;1499;
257477;1499;
257497;1499;
257517;1499;
257537;1499;
257557;1499;
257577;1499;
257597;1499;
257618;1499;
257638;1499;
257658;1499;
257678;1499;
257698;1499;
257718;1499;
257738;1499;
257758;1499;
257778;1499;
257798;1499;
257818;1499;
257838;1499;
257858;1499;
257878;1499;
257898;1500;
257918;1500;
257938;1500;
257958;1500;
257978;1500;
257998;1500;
258018;1500;
258038;1500;
258058;1500;
258078;1500;
258098;1500;
258118;1500;
258138;1500;
258158;1500;
258178;1500;
258198;1500;
258218;1500;
258238;1500;
258258;1500;
258278;1500;
258298;1500;
258319;1501;
258339;1501;
258359;1501;
258379;1501;
258399;1501;
258419;1501;
258439;1501;
258459;1500;
258479;1501;
258499;1500;
258519;1500;
258539;1500;
258559;1500;
258579;1500;
258599;1500;
258619;1500;
258639;1500;
258659;1500;
258679;1500;
258699;1500;
258719;1500;
258739;1500;
258759;1500;
258779;1500;
258799;1500;
258819;1500;
258839;1499;
258859;1499;
258879;1499;
258899;1500;
258919;1499;
258939;1499;
258959;1500;
258979;1500;
259000;1499;
259020;1499;
259040;1499;
259060;1500;
259080;1499;
259100;1499;
259120;1499;
259140;1499;
259160;1499;
259180;1499;
259200;1500;
259220;1500;
259240;1500;
259260;1500;
259280;1500;
259300;1500;
259320;1500;
259340;1500;
259360;1500;
259380;1500;
259400;1500;
259420;1500;
259440;1500;
259460;1500;
259480;1500;
259500;1500;
259520;1500;
259540;1500;
259560;1499;
259580;1499;
259600;1499;
259621;1500;
259640;1499;
259660;1499;
259680;1499;
259701;1500;
259721;1499;
259741;1500;
259761;1500;
259781;1500;
259801;1500;
259821;1499;
259841;1500;
259861;1500;
259881;1500;
259901;1500;
259921;1500;
259941;1500;
259961;1500;
259981;1500;
260001;1500;
260021;1500;
260041;1500;
260061;1499;
260081;1500;
260101;1500;
260121;1499;
260141;1499;
260161;1500;
260181;1500;
260201;1500;
260221;1500;
260241;1500;
260261;1500;
260281;1500;
260301;1500;
260321;1500;
260341;1500;
260361;1500;
260382;1500;
260402;1500;
260422;1500;
260442;1499;
260462;1499;
260482;1499;
260502;1499;
260522;1499;
260542;1499;
260562;1499;
260582;1500;
260602;1499;
260622;1500;
260642;1500;
260662;1500;
260682;1500;
260702;1500;
260722;1500;
260742;1500;
260762;1500;
260782;1500;
260802;1500;
260822;1500;
260842;1500;
260862;1500;
260882;1500;
260902;1500;
260922;1499;
260942;1499;
260962;1499;
260982;1499;
261002;1499;
261022;1499;
261042;1499;
261062;1499;
261083;1499;
261103;1499;
261123;1499;
261143;1499;
261163;1499;
261183;1499;
261203;1499;
261223;1499;
261243;1499;
261263;1499;
261283;1499;
261303;1499;
261323;1499;
261343;1499;
261363;1499;
261383;1499;
261403;1499;
261423;1499;
261443;1499;
261463;1499;
261483;1499;
261503;1499;
261523;1499;
261543;1499;
261563;1499;
261583;1499;
261603;1499;
261624;1499;
261643;1499;
261663;1499;
261683;1499;
261703;1499;
261723;1499;
261743;1499;
261764;1499;
261784;1499;
261804;1499;
261824;1499;
261844;1499;
261864;1499;
261884;1499;
261904;1499;
261924;1499;
261944;1499;
261964;1499;
261984;1499;
262004;1499;
262024;1499;
262044;1499;
262064;1499;
262084;1499;
262104;1499;
262124;1499;
262144;1499;
262164;1499;
262184;1499;
262204;1499;
262224;1499;
262244;1499;
262264;1499;
262284;1500;
262304;1500;
262324;1500;
262344;1500;
262364;1500;
262384;1500;
262404;1500;
262424;1501;
262444;1501;
262465;1501;
262485;1501;
262505;1501;
262525;1500;
262545;1500;
262565;1500;
262585;1500;
262605;1500;
262625;1500;
262645;1500;
262665;1500;
262685;1500;
262705;1499;
262725;1500;
262745;1500;
262765;1500;
262785;1500;
262805;1500;
262825;1500;
262845;1500;
262865;1500;
262885;1500;
262905;1500;
262925;1500;
262945;1500;
262965;1500;
262985;1500;
263005;1500;
263025;1500;
263045;1500;
263065;1500;
263085;1500;
263105;1500;
263126;1500;
263145;1500;
263166;1500;
263186;1500;
263206;1500;
263226;1500;
263246;1500;
263266;1500;
263286;1500;
263306;1500;
263326;1500;
263346;1500;
263366;1500;
263386;1500;
263406;1500;
263426;1501;
263446;1501;
263466;1501;
263486;1501;
263506;1501;
263526;1501;
263546;1501;
263566;1501;
263586;1501;
263606;1501;
263626;1502;
263646;1501;
263666;1501;
263686;1501;
263706;1501;
263726;1501;
263746;1501;
263766;1501;
263786;1501;
263806;1501;
263826;1501;
263847;1501;
263867;1501;
263887;1501;
263907;1501;
263927;1501;
263947;1501;
263967;1501;
263987;1501;
264007;1501;
264027;1501;
264047;1501;
264067;1501;
264087;1500;
264107;1500;
264127;1500;
264147;1500;
264167;1500;
264187;1500;
264207;1500;
264227;1500;
264247;1501;
264267;1501;
264287;1501;
264307;1501;
264327;1501;
264347;1501;
264367;1501;
264387;1501;
264407;1501;
264427;1501;
264447;1501;
264467;1501;
264487;1501;
264507;1501;
264527;1500;
264548;1500;
264568;1500;
264588;1501;
264608;1500;
264628;1500;
264648;1501;
264668;1501;
264688;1501;
264708;1501;
264728;1501;
264748;1501;
264768;1501;
264788;1501;
264808;1501;
264828;1501;
264848;1501;
264868;1501;
264888;1502;
264908;1502;
264928;1501;
264948;1501;
264968;1501;
264988;1501;
265008;1501;
265028;1501;
265048;1501;
265068;1501;
265088;1501;
265108;1501;
265129;1501;
265148;1501;
265168;1501;
265188;1501;
265208;1501;
265229;1501;
265249;1501;
265269;1500;
265289;1501;
265309;1501;
265329;1500;
265349;1500;
265369;1500;
265389;1500;
265409;1500;
265429;1500;
265449;1500;
265469;1500;
265489;1500;
265509;1500;
265529;1500;
265549;1500;
265569;1500;
265589;1500;
265609;1500;
265629;1500;
265649;1500;
265669;1500;
265689;1500;
265709;1500;
265729;1500;
265749;1500;
265769;1500;
265789;1500;
265809;1500;
265829;1500;
265849;1500;
265869;1500;
265889;1500;
265909;1500;
265930;1501;
265950;1501;
265970;1501;
265990;1500;
266010;1500;
266030;1500;
266050;1500;
266070;1500;
266090;1500;
266110;1500;
266130;1500;
266150;1500;
266170;1500;
266190;1500;
266210;1500;
266230;1500;
266250;1500;
266270;1500;
266290;1500;
266310;1500;
266330;1500;
266350;1500;
266370;1500;
266390;1500;
266410;1500;
266430;1501;
266450;1501;
266470;1501;
266490;1501;
266510;1501;
266530;1501;
266550;1500;
266570;1501;
266590;1501;
266610;1501;
266631;1501;
266651;1501;
266671;1501;
266691;1501;
266711;1501;
266731;1501;
266751;1501;
266771;1501;
266791;1501;
266811;1501;
266831;1501;
266851;1501;
266871;1501;
266891;1501;
266911;1501;
266931;1501;
266951;1501;
266971;1501;
266991;1501;
267011;1501;
267031;1501;
267051;1501;
267071;1501;
267091;1501;
267111;1501;
267131;1501;
267151;1500;
267171;1500;
267191;1500;
267211;1500;
267231;1500;
267251;1500;
267271;1500;
267291;1500;
267312;1500;
267332;1500;
267352;1500;
267372;1501;
267392;1501;
267412;1501;
267432;1501;
267452;1501;
267472;1501;
267492;1501;
267512;1501;
267532;1500;
267552;1500;
267572;1500;
267592;1500;
267612;1500;
267632;1500;
267652;1500;
267672;1500;
267692;1501;
267712;1501;
267732;1501;
267752;1501;
267772;1501;
267792;1501;
267812;1501;
267832;1501;
267852;1501;
267872;1501;
267892;1501;
267912;1501;
267932;1501;
267952;1501;
267972;1501;
267992;1501;
268013;1501;
268033;1501;
268053;1501;
268073;1501;
268093;1501;
268113;1501;
268133;1500;
268153;1500;
268173;1500;
268193;1500;
268213;1500;
268233;1500;
268253;1500;
268273;1500;
268293;1500;
268313;1500;
268333;1500;
268353;1500;
268373;1500;
268393;1500;
268413;1500;
268433;1500;
268453;1500;
268473;1500;
268493;1500;
268513;1500;
268533;1500;
268553;1500;
268573;1500;
268593;1500;
268613;1500;
268634;1500;
268653;1500;
268673;1500;
268694;1500;
268714;1500;
268734;1500;
268754;1500;
268774;1500;
268794;1500;
268814;1500;
268834;1501;
268854;1501;
268874;1501;
268894;1501;
268914;1501;
268934;1501;
268954;1501;
268974;1501;
268994;1501;
269014;1501;
269034;1501;
269054;1501;
269074;1501;
269094;1501;
269114;1500;
269134;1500;
269154;1500;
269174;1500;
269194;1500;
269214;1500;
269234;1500;
269254;1500;
269274;1500;
269294;1499;
269314;1499;
269334;1499;
269354;1499;
269374;1499;
269395;1499;
269415;1499;
269435;1499;
269455;1499;
269475;1499;
269495;1499;
269515;1499;
269535;1499;
269555;1498;
269575;1498;
269595;1498;
269615;1498;
269635;1498;
269655;1497;
269675;1497;
269695;1497;
269715;1496;
269735;1496;
269755;1496;
269775;1495;
269795;1495;
269815;1495;
269835;1494;
269855;1494;
269875;1494;
269895;1494;
269915;1493;
269935;1493;
269955;1493;
269975;1493;
269995;1493;
270015;1493;
270035;1493;
270055;1493;
270076;1492;
270096;1492;
270116;1493;
270136;1493;
270156;1493;
270176;1493;
270196;1493;
270216;1493;
270236;1493;
270256;1493;
270276;1494;
270296;1494;
270316;1494;
270336;1494;
270356;1495;
270376;1495;
270396;1495;
270416;1496;
270436;1496;
270456;1497;
270476;1497;
270496;1498;
270516;1498;
270536;1499;
270556;1499;
270576;1500;
270596;1500;
270616;1501;
270637;1501;
270656;1501;
270676;1501;
270696;1502;
270717;1502;
270736;1502;
270756;1502;
270777;1503;
270797;1503;
270817;1503;
270837;1503;
270857;1504;
270877;1504;
270897;1504;
270917;1504;
270937;1504;
270957;1504;
270977;1504;
270997;1504;
271017;1504;
271037;1504;
271057;1504;
271077;1504;
271097;1504;
271117;1504;
271137;1503;
271157;1504;
271177;1504;
271197;1504;
271217;1504;
271237;1504;
271257;1504;
271277;1504;
271297;1504;
271318;1504;
271337;1503;
271357;1503;
271377;1503;
271397;1503;
271417;1503;
271437;1502;
271458;1502;
271478;1502;
271498;1501;
271518;1501;
271538;1501;
271558;1501;
271578;1500;
271598;1500;
271618;1500;
271638;1499;
271658;1499;
271678;1499;
271698;1498;
271718;1498;
271738;1498;
271758;1498;
271778;1498;
271798;1498;
271818;1497;
271838;1497;
271858;1497;
271878;1497;
271898;1497;
271918;1497;
271938;1497;
271958;1497;
271978;1497;
271998;1497;
272018;1497;
272038;1497;
272058;1497;
272078;1497;
272098;1497;
272119;1497;
272139;1497;
272159;1497;
272179;1496;
272199;1497;
272219;1497;
272239;1497;
272259;1496;
272279;1497;
272299;1497;
272319;1497;
272339;1497;
272359;1497;
272379;1497;
272399;1497;
272419;1497;
272439;1497;
272459;1497;
272479;1497;
272499;1497;
272519;1497;
272539;1497;
272559;1497;
272579;1497;
272599;1497;
272619;1497;
272639;1497;
272659;1497;
272679;1497;
272699;1497;
272719;1497;
272739;1497;
272759;1497;
272779;1497;
272799;1497;
272820;1497;
272840;1497;
272860;1497;
272880;1497;
272900;1497;
272920;1497;
272940;1497;
272960;1496;
272980;1496;
273000;1496;
273020;1496;
273040;1496;
273060;1495;
273080;1495;
273100;1495;
273120;1494;
273140;1494;
273160;1494;
273180;1494;
273200;1494;
273220;1493;
273240;1493;
273260;1493;
273280;1493;
273300;1493;
273320;1493;
273340;1493;
273360;1492;
273380;1492;
273400;1492;
273420;1492;
273440;1491;
273460;1491;
273480;1490;
273500;1490;
273521;1490;
273541;1490;
273561;1489;
273581;1489;
273601;1489;
273621;1489;
273641;1488;
273661;1488;
273681;1488;
273701;1488;
273721;1488;
273741;1488;
273761;1488;
273781;1489;
273801;1489;
273821;1489;
273841;1490;
273861;1490;
273881;1490;
273901;1491;
273921;1491;
273941;1492;
273961;1492;
273981;1493;
274001;1493;
274021;1493;
274041;1494;
274061;1494;
274081;1494;
274101;1495;
274122;1495;
274142;1496;
274161;1496;
274181;1497;
274201;1497;
274221;1498;
274242;1498;
274262;1499;
274282;1499;
274302;1500;
274322;1500;
274342;1501;
274362;1501;
274382;1501;
274402;1502;
274422;1502;
274442;1503;
274462;1503;
274482;1503;
274502;1504;
274522;1504;
274542;1504;
274562;1505;
274582;1505;
274602;1505;
274622;1505;
274642;1506;
274662;1506;
274682;1506;
274702;1506;
274722;1506;
274742;1506;
274762;1506;
274782;1506;
274802;1506;
274822;1506;
274842;1506;
274862;1506;
274882;1506;
274902;1506;
274923;1506;
274943;1506;
274963;1505;
274983;1505;
275003;1505;
275023;1505;
275043;1505;
275063;1504;
275083;1504;
275103;1504;
275123;1504;
275143;1504;
275163;1504;
275183;1504;
275203;1504;
275223;1503;
275243;1503;
275263;1503;
275283;1503;
275303;1503;
275323;1503;
275343;1502;
275363;1502;
275383;1502;
275403;1502;
275423;1502;
275443;1502;
275463;1502;
275483;1502;
275503;1502;
275523;1502;
275543;1502;
275563;1502;
275583;1502;
275603;1502;
275624;1502;
275644;1502;
275664;1501;
275684;1501;
275704;1501;
275724;1501;
275744;1500;
275764;1500;
275784;1500;
275804;1500;
275824;1500;
275844;1499;
275864;1499;
275884;1499;
275904;1499;
275924;1499;
275944;1498;
275964;1498;
275984;1498;
276004;1498;
276024;1498;
276044;1498;
276064;1498;
276084;1498;
276104;1498;
276124;1498;
276145;1498;
276164;1498;
276184;1498;
276204;1498;
276224;1498;
276244;1498;
276264;1498;
276284;1498;
276305;1498;
276325;1498;
276345;1498;
276365;1498;
276385;1498;
276405;1498;
276425;1498;
276445;1498;
276465;1499;
276485;1499;
276505;1499;
276525;1499;
276545;1499;
276565;1499;
276585;1499;
276605;1499;
276625;1499;
276645;1499;
276665;1499;
276685;1499;
276705;1499;
276725;1499;
276745;1499;
276765;1499;
276785;1499;
276805;1499;
276825;1500;
276845;1500;
276865;1500;
276885;1500;
276905;1500;
276926;1501;
276945;1501;
276965;1501;
276985;1501;
277006;1501;
277026;1501;
277046;1501;
277066;1501;
277086;1502;
277106;1502;
277126;1502;
277146;1502;
277166;1502;
277186;1502;
277206;1502;
277226;1502;
277246;1502;
277266;1502;
277286;1502;
277306;1502;
277326;1502;
277346;1502;
277366;1502;
277386;1502;
277406;1502;
277426;1502;
277446;1502;
277466;1501;
277486;1501;
277506;1502;
277526;1501;
277546;1501;
277566;1502;
277586;1502;
277606;1502;
277626;1502;
277647;1502;
277666;1502;
277686;1502;
277707;1502;
277727;1502;
277747;1502;
277767;1502;
277787;1502;
277807;1502;
277827;1502;
277847;1502;
277867;1502;
277887;1502;
277907;1502;
277927;1502;
277947;1502;
277967;1502;
277987;1502;
278007;1502;
278027;1501;
278047;1501;
278067;1501;
278087;1501;
278107;1501;
278127;1501;
278147;1501;
278167;1501;
278187;1501;
278207;1501;
278227;1501;
278247;1501;
278267;1501;
278287;1501;
278307;1501;
278327;1501;
278347;1501;
278367;1501;
278388;1501;
278408;1501;
278428;1501;
278448;1500;
278468;1500;
278488;1500;
278508;1500;
278528;1500;
278548;1500;
278568;1500;
278588;1500;
278608;1500;
278628;1500;
278648;1500;
278668;1500;
278688;1500;
278708;1500;
278728;1500;
278748;1500;
278768;1500;
278788;1499;
278808;1499;
278828;1499;
278848;1499;
278868;1499;
278888;1499;
278908;1499;
278928;1499;
278948;1499;
278968;1499;
278988;1499;
279008;1499;
279028;1499;
279048;1499;
279068;1499;
279089;1499;
279109;1499;
279129;1499;
279149;1500;
279169;1500;
279189;1500;
279209;1500;
279229;1500;
279249;1500;
279269;1500;
279289;1500;
279309;1501;
279329;1501;
279349;1501;
279369;1501;
279389;1501;
279409;1501;
279429;1501;
279449;1501;
279469;1501;
279489;1501;
279509;1501;
279529;1501;
279549;1501;
279569;1501;
279589;1501;
279609;1501;
279629;1500;
279650;1500;
279669;1500;
279689;1500;
279709;1500;
279729;1500;
279749;1500;
279770;1500;
279790;1500;
279810;1500;
279830;1500;
279850;1500;
279870;1500;
279890;1500;
279910;1500;
279930;1500;
279950;1500;
279970;1500;
279990;1500;
280010;1500;
280030;1500;
280050;1500;
280070;1500;
280090;1500;
280110;1500;
280130;1500;
280150;1500;
280170;1500;
280190;1500;
280210;1500;
280230;1500;
280250;1500;
280270;1500;
280290;1500;
280310;1500;
280330;1500;
280350;1500;
280370;1500;
280390;1500;
280410;1500;
280430;1500;
280450;1500;
280471;1500;
280491;1500;
280511;1500;
280531;1500;
280551;1500;
280571;1500;
280591;1501;
280611;1501;
280631;1501;
280651;1501;
280671;1501;
280691;1501;
280711;1501;
280731;1501;
280751;1501;
280771;1501;
280791;1501;
280811;1501;
280831;1501;
280851;1501;
280871;1501;
280891;1501;
280911;1501;
280931;1501;
280951;1501;
280971;1501;
280991;1501;
281011;1501;
281031;1502;
